"kode","nama","tanggal_expired","satuan","jenis","kelompok","harga_beli","up_a","harga_a","up_b","harga_b","stok_awal","stok_akhir"
"242","LYNORAL TABLET","","TABLET","TABLET","BIASA","0","16","1.699","11","1.699","0:00","0:00"
"243","L-ZINC SYR","7/31/2026","FLS","SYR","BIASA","48.84","16","0","11","44.4","0:00","5:00"
"244","MALTIRON PLUS","6/30/2027","TABLET","TABLET","BIASA","1.665","16","0","11","1.665","0:00","60:00:00"
"245","MALTIRON SYRUP 100ML","8/31/2026","FLS","SYR","BIASA","38.85","16","0","11","38.85","0:00","5:00"
"246","MARVELON LIMAS","","STRIP","TABLET","BIASA","0","16","35.394","11","35.394","0:00","0:00"
"247","MATOFLAM TABLET","","TABLET","TABLET","BIASA","0","16","7.48","11","7.48","0:00","0:00"
"248","MATOVIT TABLET","","TABLET","TABLET","BIASA","0","16","4.078","11","4.078","0:00","0:00"
"249","MAXPRO SYRUP","","FLS","SYR","BIASA","0","16","91.02","11","91.02","0:00","0:00"
"250","MAXPRO 100MG","9/30/2025","TABLET","TABLET","BIASA","21.09","16","0","11","21.09","0:00","54:00:00"
"251","MECOLA","12/30/2025","TABLET","TABLET","BIASA","5.273","16","0","11","4.995","0:00","100:00:00"
"252","MEDERMA 20GRAM","","TUBE","SLP","BIASA","0","16","221.445","11","193.418","0:00","0:00"
"253","MEFINAL 250MG","","TABLET","TABLET","BIASA","0","16","722","11","722","0:00","0:00"
"254","MEFINAL 500MG","8/30/2026","TABLET","TABLET","BIASA","1.665","16","0","11","1.554","0:00","100:00:00"
"255","MEGABAL","3/31/2027","TABLET","TABLET","BIASA","2.054","16","0","11","1.943","0:00","718:00:00"
"256","MEGAZING","11/30/2025","TABLET","TABLET","BIASA","3.885","16","0","11","3.663","0:00","24:00:00"
"257","MELIDOX TABLET","8/30/2026","TABLET","TABLET","PSIKOTROPIKA","1.221","25","0","25","1.221","0:00","913:00:00"
"258","MEMORAN 100 MG","","TABLET","TABLET","BIASA","0","16","7.334","11","7.334","0:00","0:00"
"259","MEMOREX KAPSULUL","","KAPSULUL","TABLET","BIASA","0","16","6.93","11","6.93","0:00","0:00"
"260","MENOPACE","","TABLET","TABLET","BIASA","0","16","4.4","11","4.4","0:00","0:00"
"261","MEPROBAL 500MG","10/30/2026","TABLET","TABLET","BIASA","2.165","16","0","11","2.165","0:00","395:00:00"
"262","MEPROSON 4MG","8/30/2025","TABLET","TABLET","BIASA","3.053","16","0","11","3.053","0:00","307:00:00"
"263","MEPTIN 0.05MG","1/30/2027","TABLET","TABLET","BIASA","5.11","16","0","11","4.823","0:00","92:00:00"
"264","MEVACHOL 10","1/30/2026","TABLET","TABLET","BIASA","9.99","16","0","11","9.99","0:00","50:00:00"
"265","MODALIM 100MG","","TABLET","TABLET","BIASA","0","12","13.626","11","13.626","0:00","0:00"
"266","MOVIX 15MG","","TABLET","TABLET","BIASA","0","16","11.1","11","11.1","0:00","0:00"
"267","MOVIX 7,5MG","","TABLET","TABLET","BIASA","0","16","6.938","11","6.938","0:00","0:00"
"268","MUCOHEXIN ELIXIR SYRUP","","FLS","SYR","BIASA","0","16","20.294","11","20.294","0:00","0:00"
"269","MUCOHEXIN TABLETLET 8MG","","TABLET","TABLET","BIASA","0","16","611","11","611","0:00","0:00"
"270","MUCOS DROP","1/31/2027","FLS","SYR","BIASA","38.295","16","0","11","38.295","0:00","3:00"
"271","MUCOS SYR","","FLS","SYR","BIASA","0","16","18.15","11","18.15","0:00","0:00"
"272","MUCOS 30MG","10/30/2026","TABLET","TABLET","BIASA","888","16","0","11","888","0:00","355:00:00"
"273","MUCOSTA TABLET","5/30/2027","TABLET","TABLET","BIASA","4.993","16","0","11","4.993","0:00","68:00:00"
"274","MYCORAL CR 5GR","","TUBE","SLP","BIASA","0","16","16.018","11","16.018","0:00","0:00"
"275","MYCORIN CREAM PER 5GRAM","","TUBE","SLP","BIASA","0","16","15.355","11","15.355","0:00","0:00"
"276","MYORES","4/30/2026","TABLET","TABLET","BIASA","4.995","16","0","11","4.995","0:00","132:00:00"
"277","NAIRET 2,5MG","","TABLET","TABLET","BIASA","0","16","2.22","11","2.22","0:00","0:00"
"278","NALETAL 100MG","","TABLET","TABLET","BIASA","0","16","10.78","11","10.78","0:00","0:00"
"279","NALETAL 50MG","","TABLET","TABLET","BIASA","0","16","7.77","11","7.77","0:00","0:00"
"280","NARFOZ 8MG","","TABLET","TABLET","BIASA","0","16","27.5","11","27.5","0:00","0:00"
"281","NATTO-10","","TABLET","TABLET","BIASA","0","16","12.21","11","12.21","0:00","0:00"
"282","NEO KAOLANA SYRUP 120ML","8/31/2025","FLS","SYR","BIASA","0","16","0","11","14.819","0:00","3:00"
"283","NEPHRISOL","12/31/2025","BOX","SUSU","BIASA","75.48","16","0","11","70.485","0:00","1:00"
"284","NERVITON E TABLET","","TABLET","TABLET","BIASA","0","16","1.398","11","1.398","0:00","0:00"
"285","NEULIN PS","6/30/2027","KAPSULUL","ORAL","BIASA","14.985","16","0","11","13.32","0:00","288:00:00"
"286","NEURALGIN RX","10/30/2025","TABLET","Oral","BIASA","1.11","16","0","11","999","0:00","97:00:00"
"287","NEUROMED 5000 MCG","","TABLET","TABLET","BIASA","0","16","2.567","11","2.567","0:00","0:00"
"288","NEUROSANBE 5000","1/31/2026","TABLET","TABLET","BIASA","3.108","16","0","11","2.997","0:00","205:00:00"
"289","NEUROSANBE TABLET","3/30/2026","TABLET","ORAL","BIASA","1.499","16","0","11","1.388","0:00","170:00:00"
"290","NEUROVIT E TABLETLET","","TABLET","TABLET","BIASA","0","16","1.167","11","1.167","0:00","0:00"
"291","NEVRAMIN TABLETLET","","TABLET","TABLET","BIASA","0","16","1.351","11","1.351","0:00","0:00"
"292","NIFEDIN 10MG","","TABLET","TABLET","BIASA","0","16","805","11","805","0:00","0:00"
"293","NIFUDIAR SYR","2/28/2027","FLS","SYR","BIASA","41.07","16","0","11","41.07","0:00","7:00"
"294","NIKOLAM DRY SYR","6/30/2027","FLS","SYR","BIASA","27.75","16","0","11","27.75","0:00","1:00"
"295","NIKOLAM 500MG","","TABLET","TABLET","BIASA","0","16","3.608","11","3.608","0:00","0:00"
"296","NOCID TABLET","","TABLET","TABLET","BIASA","0","16","7.04","11","7.04","0:00","0:00"
"297","NONFLAMIN CAPS","","TABLET","TABLET","BIASA","0","16","4.277","11","4.277","0:00","0:00"
"298","NORAGES SYRUP","11/30/2026","FLS","SYR","BIASA","35.52","16","0","11","35.52","0:00","12:00"
"299","NOROS TABLETLET","","TABLET","TABLET","BIASA","0","16","5.83","11","5.83","0:00","0:00"
"300","NOTRITIS 20MG","","TABLET","TABLET","BIASA","0","16","4.329","11","4.329","0:00","0:00"
"301","NOXETINE 20MG","11/30/2028","TABLET","TABLET","BIASA","6.66","20","0","20","6.66","0:00","113:00:00"
"302","NUCRAL SYR","3/30/2026","FLS","SYR","BIASA","59.441","16","0","11","59.441","0:00","1:00"
"303","NUCRAL 500MG","1/30/2026","TABLET","Oral","BIASA","2.109","16","0","11","2.109","0:00","46:00:00"
"304","NUTRICHOL SACHETET","","TABLET","TABLET","BIASA","0","16","8.8","11","8.8","0:00","0:00"
"305","NYMIKO DROP","","FLS","DROP","BIASA","0","16","32.725","11","32.725","0:00","0:00"
"306","NYSTIN DROP","5/31/2026","FLS","DROP","BIASA","51.06","16","0","11","48.84","0:00","6:00"
"307","OBUCORT SWINGHALER","","FLS","INH","BIASA","0","16","158.123","11","158.123","0:00","0:00"
"308","OCUFLAM TM 5ML","","FLS","TM","BIASA","0","16","79.476","11","79.476","0:00","0:00"
"309","OCUSON","3/30/2025","TABLET","TABLET","BIASA","1.721","16","0","11","1.61","0:00","20:00"
"310","ONDANSETRON 8MG","","TABLET","TABLET","BIASA","0","16","3.3","11","3.3","0:00","0:00"
"311","OSSOVIT TABLETLET","","TABLET","TABLET","BIASA","0","16","6.3","11","6.3","0:00","0:00"
"312","OSTELOX 15MG","4/30/2026","TABLET","TABLET","BIASA","11.267","16","0","11","10.712","0:00","104:00:00"
"313","OSTELOX 7,5MG","7/30/2026","TABLET","TABLET","BIASA","6.882","16","0","11","6.549","0:00","123:00:00"
"314","OSTEOR C CR","9/30/2026","TUBE","SLP","BIASA","202.575","16","0","11","184.26","0:00","3:00"
"315","OTEDE 50MG","7/30/2026","TABLET","TABLET","BIASA","916","20","0","20","861","0:00","1,055.00"
"316","OTOPAIN TT","","FL","TT","BIASA","0","16","94.35","11","94.35","0:00","0:00"
"317","OXORIL SYR","7/31/2026","FL","SYR","BIASA","33.3","16","0","11","33.3","0:00","3:00"
"318","PAMOL SYR","","FLS","SYR","BIASA","0","16","35.52","11","35.52","0:00","0:00"
"319","PATRAL","7/30/2026","TABLET","TABLET","BIASA","7.881","16","0","11","9.99","0:00","235:00:00"
"320","PEPZOL 20MG","6/30/2027","TABLET","ORAL","BIASA","14.43","16","0","11","14.43","0:00","187:00:00"
"321","PEPTISOL COKLAT / VAN 185","","BX","SUSU","BIASA","0","16","65.49","11","65.49","0:00","0:00"
"322","PHARMATON FORMULA","3/30/2026","TABLET","TABLET","BIASA","4.979","16","0","11","4.678","0:00","47:00:00"
"323","PIDOVIX 75MG","3/30/2026","TABLET","TABLET","BIASA","20.535","16","0","11","19.425","0:00","55:00:00"
"324","PLASMINEX 500MG","8/30/2026","TABLET","ORAL","BIASA","3.441","16","0","11","3.275","0:00","73:00:00"
"325","PLAVIX 75MG","12/30/2025","TABLET","ORAL","BIASA","30.284","16","0","11","30.284","0:00","69:00:00"
"326","PLETAAL 100MG","","TABLET","TABLET","BIASA","0","16","14.82","11","14.82","0:00","0:00"
"327","PLETAAL 50MG","","TABLET","TABLET","BIASA","0","16","9.802","11","9.802","0:00","0:00"
"328","POLYSILANE TABLET","8/30/2027","TABLET","ORAL","BIASA","1.055","16","0","11","1.055","0:00","66:00:00"
"329","PREDNOX 4MG","","TABLET","TABLET","BIASA","0","16","3.674","11","3.674","0:00","0:00"
"330","PREDNOX 8MG","","TABLET","TABLET","BIASA","0","16","5.918","11","5.918","0:00","0:00"
"331","PROCALMA","","TABLET","TABLET","BIASA","0","16","4.18","11","4.18","0:00","0:00"
"332","PROCELES SYR","5/31/2026","FLS","SYR","BIASA","38.5","16","0","11","38.5","0:00","1:00"
"333","PROCETAM 1200MG","","TABLET","TABLET","BIASA","0","16","4.84","11","4.84","0:00","0:00"
"334","PROCETAM 800MG","","TABLET","TABLET","BIASA","0","16","3.74","11","3.74","0:00","0:00"
"335","PROCOLD TABLETLET","","STRIP","TABLET","BIASA","0","16","2.807","11","2.807","0:00","0:00"
"336","PROFENID TABLET","","TABLET","TABLET","BIASA","0","16","5.87","11","5.87","0:00","0:00"
"337","PROFENID SUPPO 100MG","","SUPP","SUPP","BIASA","0","16","16.404","11","16.404","0:00","0:00"
"338","PROHISTIN 10MG","","TABLET","TABLET","BIASA","0","16","4.785","11","4.785","0:00","0:00"
"339","PROLACTA BABY","","TABLET","TABLET","BIASA","0","16","5.55","11","5.55","0:00","0:00"
"340","PROLEVOX 500MG","10/30/2025","TABLET","ORAL","BIASA","34.41","16","0","11","34.41","0:00","12:00"
"341","PROMACTIL 100MG TABLETLET","","TABLET","TABLET","BIASA","0","16","402","11","402","0:00","0:00"
"342","PROMAVIT","7/30/2026","KAPSULUL","TABLET","BIASA","4.718","16","0","11","4.44","0:00","315:00:00"
"343","PROMENO TABLETLET","3/30/2026","TABLET","ORAL","BIASA","13.054","16","0","11","12.432","0:00","100:00:00"
"344","PROMUBA SYRUP","8/31/2027","FLS","SYR","BIASA","43.29","16","0","11","43.29","0:00","9:00"
"345","PRONEURON TABLETLET","9/30/2026","TABLET","TABLET","PSIKOTROPIKA","1.554","25","0","25","1.554","0:00","640:00:00"
"346","PRONOVIR 500MG","2/28/2027","TABLET","TABLET","BIASA","8.88","16","0","11","8.88","0:00","188:00:00"
"347","PROPECT SYR","","FLS","SYR","BIASA","0","16","26.4","11","26.4","0:00","0:00"
"348","PROSOGAN FD 30MG","10/30/2026","TABLET","ORAL","BIASA","21.255","12","0","11","20.243","0:00","84:00:00"
"349","PROVAGIN OVULA","","PC","OVULA","BIASA","14.985","16","0","11","14.985","0:00","29:00:00"
"350","PROVE C","","TABLET","TABLET","BIASA","0","16","3.41","11","3.41","0:00","0:00"
"351","PROXIDAN 400","6/30/2025","TABLET","ORAL","BIASA","4.163","16","0","11","4.125","0:00","27:00:00"
"352","PROXIME","9/30/2026","TABLET","ORAL","BIASA","1.499","16","0","11","1.388","0:00","743:00:00"
"353","PULNA TABLET","","TABLET","TABLET","BIASA","0","16","1.43","11","1.43","0:00","0:00"
"354","PURESCO 300MG","5/30/2026","TABLET","ORAL","BIASA","3.608","16","0","11","3.608","0:00","63:00:00"
"355","PYRAZINAMIDE 500MG","","TABLET","TABLET","BIASA","0","16","715","11","715","0:00","0:00"
"356","PYRIDOL SYR","7/31/2025","FL","SYR","BIASA","32.19","16","0","11","28.86","0:00","4:00"
"357","RECOLFAR TABLET","","TABLET","TABLET","BIASA","0","16","6.66","11","6.66","0:00","0:00"
"358","REGUMEN 5MG","6/30/2025","TABLET","TABLET","BIASA","2.72","16","0","11","4.496","0:00","81:00:00"
"359","RENAX","2/28/2028","KAPSULUL","TABLET","BIASA","11.378","16","0","11","10.767","0:00","242:00:00"
"360","RETIVIT PLUS","","TABLET","TABLET","BIASA","0","16","8.103","11","8.103","0:00","0:00"
"361","RETOP KAPSULUL","","TABLET","TABLET","BIASA","0","16","6.105","11","6.105","0:00","0:00"
"362","RG CHOLINE","","TABLET","TABLET","BIASA","0","16","19.61","11","19.61","0:00","0:00"
"363","ROTAVER 6MG","7/30/2026","TABLET","TABLET","BIASA","2.72","16","0","11","2.72","0:00","203:00:00"
"364","RYBEST 10MG","","TABLET","TABLET","BIASA","0","16","3.3","11","3.3","0:00","0:00"
"365","RYDIAN 10MG","5/30/2026","TABLET","TABLET","BIASA","4.884","16","0","11","4.884","0:00","104:00:00"
"366","RYVEL DROP","","FLS","DROP","BIASA","0","16","66.6","11","66.6","0:00","0:00"
"367","SAGESTAM CR","1/30/2027","TUBE","SLP","BIASA","15.041","16","0","11","14.319","0:00","3:00"
"368","SAGESTAM TT","4/30/2026","FLS","TT","BIASA","0","16","0","11","32.745","0:00","5:00"
"369","SALTICIN CR","","TUBE","SLP","BIASA","0","16","35.798","11","35.798","0:00","0:00"
"370","SANADRYL DMP 120ML","","FLS","SYR","BIASA","0","16","25.253","11","25.253","0:00","0:00"
"371","SANADRYL DMP 60ML","","FLS","SYR","BIASA","0","16","15.54","11","15.54","0:00","0:00"
"372","SANADRYL EXP 120ML","","FLS","SYR","BIASA","0","16","18.426","11","18.426","0:00","0:00"
"373","SANADRYL EXP 60ML","","FLS","SYR","BIASA","0","16","12.821","11","12.821","0:00","0:00"
"374","SANBE KIDS EMULS","","FLS","SYR","BIASA","0","16","42.79","11","42.79","0:00","0:00"
"375","SANBE TEARS 8ML","","FLS","TM","BIASA","0","16","26.363","11","26.363","0:00","0:00"
"376","SANDEPRIL 50MG","7/30/2027","TABLET","TABLET","BIASA","8.88","20","0","20","8.88","0:00","254:00:00"
"377","SANGOBION KAPSULUL","1/31/2026","KAPSULUL","TABLET","BIASA","1.848","16","0","11","1.537","0:00","85:00:00"
"378","SANMAG TABLET","","TABLET","TABLET","PSIKOTROPIKA","0","25","979","25","979","0:00","0:00"
"379","SANTA E 100MG TABLETLET","","TABLET","TABLET","BIASA","0","16","1.166","11","1.166","0:00","0:00"
"380","SANTA E 200 TABLETLET","","TABLET","TABLET","BIASA","0","16","2.442","11","2.442","0:00","0:00"
"381","SERETIDE DISKUS 50/250","2/28/2026","FLS","INH","BIASA","339.08","16","0","11","293.576","0:00","4:00"
"382","SIMARC 2MG","6/30/2026","TABLET","TABLET","BIASA","1.721","16","0","11","1.699","0:00","195:00:00"
"383","SIMCITI 500MG","4/30/2026","TABLET","TABLET","BIASA","12.21","16","0","11","11.1","0:00","80:00:00"
"384","SIMCLOVIX TABLET","","TABLET","TABLET","BIASA","0","12","12.65","11","12.65","0:00","0:00"
"385","SIMFLOX 500MG","","TABLET","TABLET","BIASA","0","12","11","11","11","0:00","0:00"
"386","SIMVASK 5MG","","TABLET","TABLET","BIASA","0","16","4.4","11","4.4","0:00","0:00"
"387","SIMVASTATIN 20MG","1/30/2026","TABLET","TABLET","BIASA","1.109","25","0","11","1.109","0:00","840:00:00"
"388","SIRPLUS SYRUP","","FLS","SYR","BIASA","0","16","15.54","11","15.54","0:00","0:00"
"389","SIRPLUS TABLET","10/30/2027","TABLET","ORAL","BIASA","234","16","0","11","234","0:00","11,849.00"
"390","SIZORIL 25MG","12/30/2027","TABLET","TABLET","BIASA","4.995","20","0","20","4.995","0:00","276:00:00"
"391","SMECTA SACHETET","","SACHET","PULV","BIASA","0","16","3.667","11","3.667","0:00","0:00"
"392","SODERMIX CR 15GR","","TUBE","SLP","BIASA","0","16","93.5","11","93.5","0:00","0:00"
"393","SOFRATULLE","","PC","ALKES","BIASA","0","16","27.322","11","27.322","0:00","0:00"
"394","SOLVINEX SYR","","FLS","SYR","BIASA","0","16","17.6","11","17.6","0:00","0:00"
"395","STARMUNO TABLET","","TABLET","TABLET","BIASA","0","16","10.684","11","10.684","0:00","0:00"
"396","TARIFLOX 400MG TABLET","","TABLET","TABLET","BIASA","0","10","15.95","10","15.95","0:00","0:00"
"397","TB VIT 6 SYRUP","","FLS","SYR","BIASA","0","16","33","11","33","0:00","0:00"
"398","TENATEN 10MG","","TABLET","TABLET","BIASA","0","16","3.96","11","3.96","0:00","0:00"
"399","TENSICAP 12,5MG","","TABLET","TABLET","BIASA","0","16","2.387","11","2.387","0:00","0:00"
"400","TENSICAP 25MG","","TABLET","TABLET","BIASA","0","16","4.662","11","4.662","0:00","0:00"
"401","TENSINOP 10MG","5/30/2026","TABLET","TABLET","BIASA","5.328","16","0","11","5.106","0:00","332:00:00"
"402","TENSINOP 5MG","9/30/2026","TABLET","TABLET","BIASA","3.33","16","0","11","3.219","0:00","325:00:00"
"403","TENSOBON 25MG TABLET","","TABLET","TABLET","BIASA","0","16","3.575","11","3.575","0:00","0:00"
"404","TERANOL 10MG","","TABLET","TABLET","BIASA","0","16","6.05","11","6.05","0:00","0:00"
"405","TETRIN KAPSULUL 500","","TABLET","TABLET","BIASA","0","16","1.782","11","1.782","0:00","0:00"
"406","THEOBRON SYRUP","","FLS","SYR","BIASA","0","16","55.5","11","55.5","0:00","0:00"
"407","TIM OPHTAL TM 0.5%","","FLS","TM","BIASA","0","16","55.611","11","55.611","0:00","0:00"
"408","TIRIS DROP","","FLS","DROP","BIASA","0","16","83.25","11","83.25","0:00","0:00"
"409","TRAJENTA 5MG","2/28/2027","TABLET","TABLET","BIASA","22.52","16","0","11","21.447","0:00","168:00:00"
"410","TRAJENTA DUO 2.5/500","","TABLET","TABLET","BIASA","0","16","10.694","11","10.694","0:00","0:00"
"411","TREMENZA SYRUP","9/30/2026","FLS","SYR","BIASA","25.142","16","0","11","23.1","0:00","5:00"
"412","TREMENZA TABLETLET","10/30/2026","TABLET","TABLET","BIASA","1.832","16","0","11","1.721","0:00","608:00:00"
"413","TRIAMCORT 4MG","11/30/2028","TABLET","TABLET","BIASA","5.051","16","0","11","4.74","0:00","433:00:00"
"414","TRICHODAZOLE 500MG","1/30/2026","TABLET","TABLET","BIASA","2.054","16","0","11","1.943","0:00","31:00:00"
"415","TRICKER TABLET","","TABLET","TABLET","BIASA","0","16","4.95","11","4.95","0:00","0:00"
"416","TRILAC","","TABLET","TABLET","BIASA","0","16","4.275","11","4.275","0:00","0:00"
"417","TRUVAZ 20MG","6/30/2025","TABLET","TABLET","BIASA","23.31","16","0","11","20.72","0:00","32:00:00"
"418","TUDIAB 500MG","8/30/2026","TABLET","TABLET","BIASA","1.332","16","0","11","1.332","0:00","379:00:00"
"419","TUZALOS TABLETLET / STRIP","","TABLET","TABLET","BIASA","0","16","4.44","11","4.44","0:00","0:00"
"420","UBESCO","3/30/2026","TABLET","TABLET","BIASA","12.765","16","0","11","11.655","0:00","174:00:00"
"421","ULTRAPROCT-N SUPPO","4/30/2025","PC","SUPP","BIASA","19.8","16","0","11","19.8","0:00","12:00"
"422","UNALIUM 10MG","6/30/2026","TABLET","TABLET","BIASA","8.88","16","0","11","8.88","0:00","122:00:00"
"423","UNALIUM 5MG","6/30/2026","TABLET","TABLET","BIASA","6.716","16","0","11","6.716","0:00","240:00:00"
"424","URESIX 40MG","8/30/2028","TABLET","TABLET","BIASA","1.11","16","0","11","1.055","0:00","300:00:00"
"425","URINTER 400MG","6/30/2025","TABLET","TABLET","BIASA","7.243","16","0","11","6.86","0:00","50:00:00"
"426","UTROGESTAN 100MG","","TABLET","TABLET","BIASA","0","16","13.2","11","13.2","0:00","0:00"
"427","UTROGESTAN 200MG","","TABLET","TABLET","BIASA","0","16","24.2","11","24.2","0:00","0:00"
"428","VAGISTIN OVULA","","PC","OVULA","BIASA","0","16","15.62","11","15.62","0:00","0:00"
"429","VALISANBE 2MG","5/30/2025","TABLET","TABLET","PSIKOTROPIKA","333","25","0","25","285","0:00","405:00:00"
"430","VALISANBE 5MG","8/30/2026","TABLET","TABLET","PSIKOTROPIKA","500","25","0","25","1","0:00","506:00:00"
"431","VAPORIN","","TABLET","TABLET","BIASA","0","16","6.05","11","6.05","0:00","0:00"
"432","VENTOLIN INHALER","11/30/2025","PC","INH","BIASA","154.421","16","0","11","140.383","0:00","1:00"
"433","VIRUMERZ 5 GR","","TUBE","SLP","BIASA","0","16","40.7","11","40.7","0:00","0:00"
"434","VIRUMERZ GEL 10GR","","TUBE","SLP","BIASA","0","16","69.3","11","69.3","0:00","0:00"
"435","VITALONG C BOTOL","","TABLET","TABLET","BIASA","0","16","42.1","11","42.1","0:00","0:00"
"436","VITALONG C STRIP","","STRIP","TABLET","BIASA","0","16","5.867","11","5.867","0:00","0:00"
"437","VOSEDON SYR","","FLS","SYR","BIASA","0","16","34.743","11","34.743","0:00","0:00"
"438","VOSEDON TABLET","","TABLET","TABLET","BIASA","0","16","2.775","11","2.775","0:00","0:00"
"439","X-CAM 15MG","12/30/2024","TABLET","TABLET","BIASA","9.158","16","0","11","9.158","0:00","403:00:00"
"440","X-CAM 7.5MG","6/30/2028","TABLET","TABLET","BIASA","5.828","16","0","11","5.828","0:00","110:00:00"
"441","YASMIN 1X21","","STRIP","TABLET","BIASA","0","16","215.539","11","215.539","0:00","0:00"
"442","ZAMEL DROP","","FLS","DROP","BIASA","0","16","43.845","11","43.845","0:00","0:00"
"443","ZEGASE TABLETLET","","TABLET","TABLET","BIASA","0","16","2.365","11","2.365","0:00","0:00"
"444","ZIBRAMAX DRY SYR","12/30/2025","FLS","SYR","BIASA","119.88","16","0","11","119.88","0:00","2:00"
"445","ZINCPRO 60ML SYR","","FLS","SYR","BIASA","0","16","35.2","11","35.2","0:00","0:00"
"446","ZOLACAP 20MG","","TABLET","TABLET","BIASA","0","16","13.653","11","13.653","0:00","0:00"
"447","METHYCOBAL INJEKSI","","BOTOL","ORAL","BIASA","0","12","33.831","11","33.831","0:00","0:00"
"448","NEUROBION FORTE","6/30/2027","TABLETLET","ORAL","BIASA","0","16","0","11","3.739","0:00","195:00:00"
"449","BECOMBION LYSIN 100ML","","BOTOL","ORAL","BIASA","0","17","30.03","11","30.03","0:00","0:00"
"450","NEURODEX","3/30/2025","TABLETLET","ORAL","BIASA","500","16","0","11","750","0:00","320:00:00"
"451","LANAVISION TABLET","","TABLETLET","ORAL","BIASA","0","16","5.28","11","5.28","0:00","0:00"
