nama,nomor_batch,tanggal_expired,isi1,satuan,jenis,kelompok,harga_beli,up_a,harga_a,up_b,harga_b,stok_awal,stok_akhir
RIMACTAZID PAED 75/50,,,,TABLET,ORAL,BIASA,0,16,2189,11,2189,0,0
VIT B COMPLEX LOS,,,,TABLET,ORAL,BIASA,0,25,100,11,100,0,0
INVEGA INJ 150MG,,,,BOX,INJEKSI,BIASA,0,20,2068540,20,2068540,0,0
OPM 20MG,,30/07/2025,,KAPSUL,ORAL,BIASA,13043,16,0,11,13043,0,135
KONICARE MINYAK TELON PLUS 60ML,,,,BOTOL/DROP,LUAR,BIASA,0,16,21878,11,21878,0,0
VASTEON TAB,,,,TABLET,ORAL,BIASA,0,16,4300,11,4300,0,0
VOSTEON TAB,,,,TABLET,ORAL,BIASA,0,16,4620,11,4620,0,0
ANTANGIN FIT,,,,TABLET,ORAL,BIASA,0,17,1750,11,1750,0,0
ANMUM LACTA 200GR,,,,TABLET,ORAL,BIASA,0,17,40000,11,40000,0,0
ANMUM MATERNA 200GR,,,,TABLET,ORAL,BIASA,0,17,42000,11,42000,0,0
DEO SULFUR SABUN ORANGE,,,,BOX,LUAR,BIASA,0,16,6500,11,6500,0,0
S-26 GOLD COMFORT 400GR,,,,BOX,ORAL,BIASA,0,12,249901,11,249901,0,0
LISTERINE MULTI PROTECT 250ML,,,,BOTOL/DROP,ORAL,BIASA,0,17,22000,11,22000,0,0
GOTROPIL 1200MG,,28/02/2025,,TABLET,ORAL,BIASA,5328,16,0,11,5328,0,135
SPIROPENT 20MG,,,,TABLET,ORAL,BIASA,0,16,5203,11,5203,0,0
ENDOMETRIL TAB,,,,TABLET,ORAL,BIASA,0,16,5226,11,5226,0,0
MADU TJ JOYBEE JRK/STRW/ORI 100ML,,30/05/2026,,TABLET,ORAL,BIASA,12987,16,0,11,12321,0,3
OBIPLUZ KAPS,,,,TABLET,ORAL,BIASA,0,16,3315,11,3315,0,0
FEROFORT TAB,,,,TABLET,ORAL,BIASA,0,16,1815,11,1815,0,0
TENSI JAM ABN,,,,BOX,LUAR,BIASA,0,17,200000,11,200000,0,0
ZYLORIC 300,,,,TABLET,ORAL,BIASA,0,16,5091,11,5091,0,-3
DIAMICRON MR 60MG,,,,TABLET,ORAL,BIASA,0,16,7138,11,7138,0,0
AMBEVEN PER TAB,,30/07/0207,,KAPSUL,ORAL,BIASA,1693,16,0,11,25000,0,80
L-CISIN 0.5MG,,30/01/2026,COLCHICINE,TABLET,TAB,BIASA,5550,16,0,11,5550,0,65
ETHYLCHLORITE,,,,TABLET,ORAL,BIASA,0,16,90000,11,90000,0,0
DUROGESIC 25,,,,STRIP,LUAR,BIASA,0,25,237050,25,237050,0,0
KAPAS 250GR,,,,BOX,LUAR,BIASA,20000,17,0,11,20000,0,1
HEXBIO SACH,,,,TABLET,ORAL,BIASA,0,12,12100,11,12100,0,0
CLIXID,,30/07/2026,"CHLORDIAZEPOXIDE HCL, CLIDINIUM",TABLET,ORAL,PSIKOTROPIKA,1199,25,0,25,1199,0,360
CISAPRIDE 5 MG,,,,TABLET,ORAL,BIASA,0,16,756,11,756,0,0
SIMFIX 100 MG,,,,TABLET,ORAL,BIASA,0,12,18370,11,18370,0,0
SIMDES SYR,,,,TABLET,ORAL,BIASA,0,16,82500,11,82500,0,0
COPAL CHEST RUB 25GR,,,,TUBE,LUAR,BIASA,0,16,15540,11,15540,0,0
TOLAK ANGIN BEBAS GULA,,30/10/2026,,SACH,ORAL,BIASA,3785,16,0,11,3686,0,9
TOLAK LINU,,,,STRIP,ORAL,BIASA,0,16,2523,11,2501,0,0
TOLAK ANGIN CARE,,,,BOTOL/DROP,LUAR,BIASA,0,16,8800,11,8800,0,0
ANTANGIN PERMEN MOCHA MINT,,,,STRIP,ORAL,BIASA,0,17,95,11,95,0,0
ANTANGIN PERMEN BAG ALL,,,,STRIP,ORAL,BIASA,0,17,104,11,104,0,0
BACTODERM OINT 10 GR,,30/03/2027,MUPIROCIN,TUBE,SALEP,BIASA,62937,16,0,11,62937,0,2
BANTAL PANAS,,,,TABLET,ORAL,BIASA,0,17,65000,11,65000,0,0
KY JELLY 50GR,,30/03/2026,,TUBE,LUAR,BIASA,48611,16,0,11,36958,0,2
PGB 75MG,,,,KAPSUL,ORAL,BIASA,0,16,8880,11,8880,0,0
CYTODROX 500 MG,,,,TABLET,ORAL,BIASA,0,12,13750,11,13750,0,0
PROLECIN 500MG,,,,TABLET,ORAL,BIASA,0,12,30250,11,30250,0,0
TRAMIFEN,,,,TABLET,ORAL,BIASA,0,16,7700,11,7700,0,0
DIAFORMIN XR 500MG,,30/05/2027,,TABLET,ORAL,BIASA,2775,16,0,11,2442,47,0
PULNA FORTE TAB,,,,TABLET,ORAL,BIASA,0,16,3300,11,3300,0,0
SEPTOCAIN INJ,,,,BOTOL/DROP,INJEKSI,BIASA,0,16,8200,11,8200,0,0
CLANEKSI FORTE DS,,30/10/2026,,BOTOL/DROP,ORAL,BIASA,86247,16,0,11,82085,0,2
PANTOPRAZOLE 40MG,,,,TABLET,ORAL,BIASA,0,16,11100,11,11100,0,0
NATESH PANTYLINER PINK,,,,BOX,LUAR,BIASA,0,17,28000,11,28000,0,0
NATESH DAY BIRU,,,,BOX,LUAR,BIASA,0,17,34000,11,34000,0,0
NATESH NIGHT UNGU,,,,BOX,LUAR,BIASA,0,17,41000,11,41000,0,0
VITAMULTI TAB,,,,TABLET,ORAL,BIASA,0,16,4440,11,4440,0,0
SANMOL FORTE SYR,,31/01/2026,,BOTOL/DROP,ORAL,BIASA,32412,16,0,11,30858,0,3
GLIARIDE 2MG,,,,TABLET,ORAL,BIASA,0,16,4995,11,4995,0,0
GLIARIDE 3MG,,,,TABLET,ORAL,BIASA,0,16,6327,11,6327,0,0
MUSIN TAB,,,,TABLET,ORAL,BIASA,0,16,1815,11,1815,0,0
ROCER KAPSUL 20MG,,,,KAPSUL,ORAL,BIASA,0,12,13750,11,13750,0,0
ULSIDEX TAB,,,,TABLET,ORAL,BIASA,0,16,1235,11,1235,0,0
NEUMED TAB,,,,TABLET,ORAL,BIASA,0,17,3300,11,3300,0,0
LAPIMOX SYR 125MG,,,,BOTOL/DROP,ORAL,BIASA,0,16,33300,11,33300,0,0
S-26 POUCH 400GR,,,,BOX,ORAL,BIASA,0,16,100941,11,100941,0,0
NITROKAF RETARD 2.5MG,,28/02/2026,,Kapsul,ORAL,BIASA,2731,16,0,11,2731,0,68
FELDENE GEL 15GR,,,,TUBE,LUAR,BIASA,0,16,70759,11,70759,0,0
KALMETHASON INJ 4MG,,,,BOTOL/DROP,INJEKSI,BIASA,0,16,7500,11,7500,0,0
HESROID,,,,TABLET,ORAL,BIASA,0,16,4950,11,4950,0,0
SOMEROL 4 MG,,,,TABLET,ORAL,BIASA,0,16,2860,11,2860,0,0
XIDANE 4MG,,,,TABLET,ORAL,BIASA,0,16,8658,11,8658,0,0
PROVITAL TAB,,,,TABLET,ORAL,BIASA,0,16,4675,11,4675,0,0
TROGYSTATIN OVULA,,30/09/2025,,TABLET,ORAL,BIASA,18870,16,0,11,18315,0,14
H BOOSTER SYR,,,,BOTOL/DROP,ORAL,BIASA,0,16,14000,11,14000,0,0
CENDO FLOXA EYE DROP,,,,BOTOL/DROP,LUAR,BIASA,0,16,33578,11,33578,0,0
REBAMID 100MG,,30/03/2028,,TABLET,ORAL,BIASA,4440,16,0,11,4218,0,249
NOCEL 50MG,,,,KAPSUL,ORAL,BIASA,0,16,8140,11,8140,0,0
EPIVEN 300MG,,,,TABLET,ORAL,BIASA,0,16,9879,11,9879,0,0
NATUR E ADVANCED 16,,,,TABLET,ORAL,BIASA,0,16,34954,11,34954,0,0
NATUR E ADVANCED 32,,,,TABLET,ORAL,BIASA,0,16,66412,11,66412,0,0
COD LIVER OIL 100,,,,TABLET,ORAL,BIASA,0,16,15070,11,15070,0,0
OSTOVELL 0.25mcg,,30/05/2025,,KAPSUL,ORAL,BIASA,7937,16,0,11,7215,0,30
ALOVELL 70MG,,30/10/2027,ALENDRONATE SODIUM,TABLET,ORAL,BIASA,106644,16,0,11,101565,0,10
WAFER WHITE COFFE MAJESTIC,,,,TABLET,ORAL,BIASA,0,17,1960,11,1960,0,0
FORINFEC GARGLE,,,,BOTOL/DROP,ORAL,BIASA,0,16,19250,11,19250,0,0
BUSCPAN INJ,,,,BOTOL/DROP,INJEKSI,BIASA,0,16,28500,11,28500,0,0
BUSCOPAN INJ,,,,BOTOL/DROP,INJEKSI,BIASA,0,16,35910,11,35910,0,0
BARTOLIUM 5 MG,,,,TABLET,ORAL,BIASA,0,16,3850,11,3850,0,0
Q10 DS,,,,TABLET,ORAL,BIASA,0,16,19008,11,19008,0,0
GENTAMYCIN CREAM,,30/09/2026,,TUBE,LUAR,BIASA,4836,16,0,11,4487,0,25
PHYSIOGEL LOTION 200 ML,,,,TABLET,ORAL,BIASA,0,16,143405,11,143405,0,0
HEPATIN,,30/05/2026,,TABLET,ORAL,BIASA,6660,16,0,11,5828,0,60
TRIVEXAN SYR 15ML,,,,TABLET,ORAL,BIASA,0,16,11000,11,11000,0,0
THERODEL 75MG,,30/08/2026,CLOPIDOGREL,TABLET,ORAL,BIASA,16706,16,0,11,15901,0,790
INLACTA 500 MG DHA,,,,TABLET,ORAL,BIASA,0,16,7150,11,7150,0,0
VITAMAM 1,,,,KAPSUL,ORAL,BIASA,0,16,3885,11,3885,0,0
KAPAS SELECTION 75GR,,,,BOX,LUAR,BIASA,0,17,8080,11,8080,0,0
PROGYNOVA 2MG/TAB,,30/12/2025,,TABLET,ORAL,BIASA,9855,16,0,11,9568,0,85
NUTRIBABY PREMATURE 400GR,,,,BOX,ORAL,BIASA,0,16,105770,11,105770,0,0
EPREX 2000IU INJ (SALAH),,,,BOTOL/DROP,INJEKSI,BIASA,0,0,368200,0,368200,0,0
LOVE JUICE 300ML,,,,BOTOL/DROP,ORAL,BIASA,0,16,4840,11,4840,0,0
TAMCOCIN KAPS,,,,TABLET,ORAL,BIASA,0,16,6567,11,6567,0,0
NEUROBION 5000 INJ,,,,BOTOL/DROP,INJEKSI,BIASA,0,16,10300,11,10300,0,0
EPREX INJ 2000IU NEW,,,,TABLET,ORAL,BIASA,0,12,294525,11,294525,0,0
CRESTOR 40MG,,,,TABLET,ORAL,BIASA,0,12,29319,11,29319,0,0
BETADINE SOL 1 LITER,,,,TABLET,ORAL,BIASA,0,16,192500,11,192500,0,0
NEOFER,,31/03/2026,,TABLET,ORAL,BIASA,6660,16,0,11,6600,0,420
CENDO FLOXA MDS,,,,STRIP,LUAR,BIASA,0,16,29693,11,29693,0,0
ACPULSIF 5MG,,,,TABLET,ORAL,BIASA,0,16,4662,11,4662,0,0
BETADINE SOL 60ML,,31/08/2027,,FLS,LOT,BIASA,44156,17,0,11,27500,0,3
BIOSAN TABLET,,,,TABLET,ORAL,BIASA,0,16,15125,11,15125,0,0
CEPEZET INJ,,,,TABLET,INJEKSI,BIASA,0,16,8651,11,8651,0,0
UNISIA TAB,,,,TABLET,ORAL,BIASA,0,16,15125,11,15125,0,0
BRIVITA KAPS,,,,KAPSUL,ORAL,BIASA,0,15,4400,10,4400,0,0
GABAPENTIN 300MG,,30/08/2025,,TABLET,ORAL,BIASA,5550,16,0,11,5550,0,136
XILON 16MG,,,,TABLET,ORAL,BIASA,0,16,5500,11,5500,0,0
NEXIUM 20MG,,,,TABLET,ORAL,BIASA,0,16,23924,11,23924,0,0
FULADIC OINT 5GR,,,,TUBE,LUAR,BIASA,0,16,61050,11,61050,0,0
BISOLVON SOL INHALASI,,,,BOTOL/DROP,LUAR,BIASA,0,16,75130,11,75130,0,0
DONEPEZIL HCL 5MG,,,,TABLET,ORAL,BIASA,0,20,6600,20,6600,0,0
OPTALVIT PLUS TAB,,,,TABLET,ORAL,BIASA,0,16,7215,11,7215,0,0
OPTALVIT SYR,,,,BOTOL/DROP,ORAL,BIASA,0,16,77700,11,77700,0,0
VENOSMIL GEL 60GR,,,,TUBE,LUAR,BIASA,0,16,221445,11,221445,0,0
SUVESCO 40MG,,,,TABLET,ORAL,BIASA,0,16,17875,11,17875,0,0
OXYVELL TAB,,,,TABLET,ORAL,BIASA,0,16,6050,11,6050,0,0
RHINATIOL ADULTS SYR,,,,BOTOL/DROP,ORAL,BIASA,0,16,48400,11,48400,0,0
EFLIN TAB,,30/09/2026,,TABLET,ORAL,BIASA,1388,16,0,11,1388,0,414
OSTOBON TABLET,,30/06/2025,,TABLET,ORAL,BIASA,6699,16,0,11,5800,0,35
TRILAC 1ML VIAL,,,,BOTOL/DROP,INJEKSI,BIASA,0,16,122100,11,122100,0,0
PIOGLITAZONE 30MG,,,,TABLET,ORAL,BIASA,0,16,4440,11,4440,0,0
HOTIN CREAM 60ML,,,,TABLET,ORAL,BIASA,0,16,11550,11,11550,0,0
NASONEX SPRAY,,30/09/2025,MOMETASONE FUROATE,BOTOL/DROP,LUAR,BIASA,238928,16,0,11,227550,0,1
XEPABET 80MG,,,,TABLET,ORAL,BIASA,0,16,2035,11,2035,0,0
PROPEPSA SYR,,,,BOTOL/DROP,ORAL,BIASA,0,16,60500,11,60500,0,0
TRANEC 500MG,,30/06/2026,ASAM TRANEKSAMAT,TABLET,ORAL,BIASA,3885,16,0,11,3575,0,57
HERBAKOF SYR 60ML,,,,BOTOL/DROP,ORAL,BIASA,0,16,12100,11,12100,0,0
VOMETRON SYR,,,,BOTOL/DROP,ORAL,BIASA,0,16,97680,11,97680,0,0
FIBESCO 300MG,,,,TABLET,ORAL,BIASA,0,16,16650,11,16650,0,0
POLIDEMISIN TM,,,,BOTOL/DROP,LUAR,BIASA,0,16,32301,11,32301,0,0
PRENAMIA,,,,TABLET,ORAL,BIASA,0,16,1315,11,1315,0,0
HANSAPLAST ROLL 1.25X5M,,,,TABLET,ORAL,BIASA,0,17,10500,11,10500,0,0
SWETY PANTS XL1,,,,TABLET,ORAL,BIASA,0,17,2300,11,2300,0,0
STIK AC GLUCOSA,,,,TABLET,ORAL,BIASA,0,17,95000,11,95000,0,0
STIK AC ASAM URAT,,,,BOX,LUAR,BIASA,0,17,110000,11,105000,0,0
STIK AC KOLESTEROL,,,,BOX,LUAR,BIASA,0,17,185000,11,150000,0,0
GASTRINAL,,,,TABLET,ORAL,BIASA,0,16,715,11,715,0,0
SALONPAS SUPER KOYO 12X1,,,,TABLET,ORAL,BIASA,0,17,7000,11,7000,0,0
BENZOLAC CR 5GR,,,,TUBE,LUAR,BIASA,0,16,19360,11,19360,0,0
CALADINE SABUN 200ML,,,,BOTOL/DROP,LUAR,BIASA,0,16,22700,11,22700,0,0
LAROTA TAB,,,,TABLET,ORAL,BIASA,0,22,6050,21,6050,0,0
MEFIX 500MG,,,,TABLET,ORAL,BIASA,0,16,1332,11,1332,0,0
GCM,,,,TABLET,ORAL,BIASA,0,16,6600,11,6600,0,0
MELOXIN 7.5MG,,,,TABLET,ORAL,BIASA,0,16,8492,11,8492,0,0
OVACARE,,,,TABLET,ORAL,BIASA,0,16,8353,11,8353,0,0
INFATRINI 400GRAM,,,,TABLET,ORAL,BIASA,0,16,227241,11,227241,0,0
NUTRINIDRINK VANILLA 400GRAM,,,,TABLET,ORAL,BIASA,0,10,160518,10,160518,0,0
NEOCATE LCP 400GRAM,,,,TABLET,ORAL,BIASA,0,12,351751,11,351751,0,0
CENDO FENICOL 1% SM,,,,TUBE,LUAR,BIASA,0,16,24063,11,24063,0,0
ALKOHOL 95% 1L AFI,,,,BOTOL/DROP,LUAR,BIASA,0,16,75000,11,75000,0,0
MERSIBION 5000 TAB,,30/12/2027,,TABLET,ORAL,BIASA,2001,16,0,11,1815,0,200
KOYO CABE,,30/09/2027,,,LUAR,BIASA,0,16,10018,11,10018,0,15
HOTIN DCL 30GR,,,,TUBE,LUAR,BIASA,0,16,8250,11,8250,0,0
VENTOLIN NEBULIZER PER 5S,,,,BOTOL/DROP,LUAR,BIASA,0,16,57746,11,57746,0,0
V BLOC 6.25,,,,TABLET,ORAL,BIASA,0,16,2934,11,2934,0,0
OPIVASK 5MG,,30/07/2026,,TABLET,ORAL,BIASA,7770,16,0,11,7215,0,93
HEROCYN BABY 200GR,,,,TABLET,ORAL,BIASA,0,16,12375,11,12375,0,0
NOPRENIA ORAL SOLUTION 30ML,,30/09/2026,,BOTOL/DROP,ORAL,BIASA,194250,20,0,20,194250,0,7
PRIVE URI CRAN,,,,BOX,ORAL,BIASA,0,16,124850,11,124850,0,0
RECORMON PFS 2000 IU,,,,BOTOL/DROP,INJEKSI,BIASA,0,16,308799,11,308799,0,0
OBESLIM 120MG,,30/06/2027,,TABLET,ORAL,BIASA,11100,16,0,11,9350,0,20
LEXZEPAM 3MG,,30/09/2025,BROMAZEPAM 3 MG,TABLET,ORAL,PSIKOTROPIKA,4579,25,0,25,4579,0,162
DIABETASOL SWEET 25s,,,,TABLET,ORAL,BIASA,0,16,19092,11,19092,0,0
DIABETASOL SWEET 50s,,,,BOX,ORAL,BIASA,0,16,29526,11,29526,0,0
PROVAMED SYR,,,,BOTOL/DROP,ORAL,BIASA,0,16,41250,11,41250,0,0
ASIFAST KAPLET,,,,TABLET,ORAL,BIASA,0,16,1559,11,1559,0,0
FRISOMUM GOLD,,,,TABLET,ORAL,BIASA,0,16,82222,11,82222,0,0
SPIRANTER 500,,,,TABLET,ORAL,BIASA,0,16,9075,11,9075,0,0
XYLOCAINE 10% SPRAY,,,,BOTOL/DROP,LUAR,BIASA,0,16,307307,11,307307,0,0
WECARE ADULT M10,,,,TABLET,ORAL,BIASA,0,16,48510,11,48510,0,0
WECARE ADULT L8,,,,TABLET,ORAL,BIASA,0,16,48510,11,48510,0,0
WECARE ADULT XL8,,,,TABLET,ORAL,BIASA,0,16,60060,11,60060,0,0
AZITHROMYCIN 500MG,,30/10/2026,,KAPLET,ORAL,BIASA,11100,16,0,11,5106,0,65
PLASMINEX INJ,,,,TABLET,ORAL,BIASA,0,16,13332,11,13332,0,0
CORTIDEX INJ,,,,TABLET,ORAL,BIASA,0,16,7040,11,7040,0,0
ALTERA SYR,,,,BOTOL/DROP,ORAL,BIASA,0,16,49500,11,49500,0,0
CITOCETIN SYR,,,,BOTOL/DROP,ORAL,BIASA,0,16,4590,11,4590,0,0
HYPER RHO,,,,BOTOL/DROP,INJEKSI,BIASA,0,10,2795000,10,2795000,0,0
ZEVIT GROW EFF,,,,TABLET,ORAL,BIASA,0,10,835,15,835,0,0
EASY TOUCH GCU,,,,TABLET,ORAL,BIASA,0,12,330000,11,330000,0,0
SPUIT 5ML ONE MED,,,,TUBE,INJEKSI,BIASA,850,16,0,11,3000,0,6
LISTERIN TARTAR CONTROL 250ML,,,,TABLET,ORAL,BIASA,0,17,20900,11,20900,0,0
BENZOLAC 2.5% 5GR,,,,TABLET,ORAL,BIASA,0,16,14685,11,14685,0,0
RAOST TAB,,,,TABLET,ORAL,BIASA,0,16,3190,11,3190,0,0
DOMESCO 10MG TAB,,,,TABLET,ORAL,BIASA,0,16,2750,11,2750,0,0
TIMBANGAN SERENITY,,,,TABLET,ORAL,BIASA,0,17,70000,11,70000,0,0
ALETRA SYR,,,,TABLET,ORAL,BIASA,0,16,49500,11,49500,0,0
KALOBA TAB,,,,TABLET,ORAL,BIASA,0,16,6784,11,6784,0,0
MEFLOSIN 500MG,,,,TABLET,ORAL,BIASA,0,16,13860,11,13860,0,0
CORMEGA TAB,,,,TABLET,ORAL,BIASA,0,16,11000,11,11000,0,0
DEPRAM 10MG,,30/03/2026,ESCITALOPRAM 10MG,TABLET,ORAL,BIASA,13320,20,0,20,12210,0,91
NEW DIATABS PER BIJI,,30/08/2026,,TABLET,ORAL,BIASA,656,16,0,11,9500,0,100
VOSTRIN KAPSUL,,,,TABLET,ORAL,BIASA,0,16,4125,11,4125,0,0
VELLEPSY SYR 120ML,,30/06/2025,,TABLET,ORAL,BIASA,83250,16,0,11,83250,0,4
VIAGRA 50MG,,,,TABLET,ORAL,BIASA,0,16,137500,11,137500,0,0
VOSTRIN DRY SYR,,,,TABLET,ORAL,BIASA,0,16,41250,11,41250,0,0
DIFLOXIN 500MG,,,,TABLET,ORAL,BIASA,0,16,36300,11,36300,0,0
NEUROAID II,,30/01/2026,,KAPSUL,ORAL,BIASA,61605,16,0,11,53521,0,120
VIFERON TAB,,,,TABLET,ORAL,BIASA,0,16,800,11,800,0,0
PESARIUM NO 6,,,,TABLET,ORAL,BIASA,0,16,88000,11,88000,0,0
XEPATHRITIS 50MG TAB,,,,TABLET,ORAL,BIASA,0,16,1650,11,1650,0,0
VCONFI 60ML,,,,BOTOL/DROP,LUAR,BIASA,0,16,27500,11,27500,0,0
ALERE TESTPACK,,,,STRIP,LUAR,BIASA,0,16,40000,11,40000,0,0
TIOXAD,,,,TABLET,ORAL,BIASA,0,16,5500,11,5500,0,0
SIFROL TAB 0.125MG,,,,TABLET,ORAL,BIASA,0,16,9896,11,9896,0,0
CALADINE SABUN 100ML,,,,TABLET,ORAL,BIASA,0,16,13420,11,13420,0,0
FEROGLOBIN DROP,,,,TABLET,ORAL,BIASA,0,16,39050,11,39050,0,0
LACTACYD WHITE INTIMATE 60ML,,,,BOTOL/DROP,LUAR,BIASA,0,16,21780,11,21780,0,0
IMBOOST FORCE ES,,,,TABLET,ORAL,BIASA,0,16,8470,11,8470,0,0
BATUGIN SACHET,,,,TABLET,ORAL,BIASA,0,16,4400,11,4400,0,0
ASIFIT BLISTER,,,,TABLET,ORAL,BIASA,0,16,2050,11,2050,0,0
TEKASOL OINT 10GR,,,,TABLET,ORAL,BIASA,0,10,41965,20,41965,0,0
IMFORCE SYR 60ML,,,,BOTOL/DROP,ORAL,BIASA,0,16,55000,11,55000,0,0
LISTERIN ZERO 80ML,,,,TABLET,ORAL,BIASA,0,17,7040,21,7040,0,0
CALADINE BATANG 85GR,,,,TABLET,ORAL,BIASA,0,16,10850,11,10850,0,0
CALADINE BABY REFILL 200ML,,,,TABLET,ORAL,BIASA,0,16,19000,11,19000,0,0
FOLAMIL GOLD,,30/07/2026,,KAPSUL,ORAL,BIASA,5273,16,0,11,4995,0,119
HEMAFORT TAB,,30/04/2025,,TABLET,ORAL,BIASA,863,16,0,11,835,0,70
INFELD GEL 15GRAM,,,,TUBE,LUAR,BIASA,0,16,51060,11,51060,0,0
XANDA SYR 60ML,,,,TABLET,ORAL,BIASA,0,16,33000,11,33000,0,0
URGOTULL,,,,TABLET,ORAL,BIASA,0,16,25850,11,25850,0,0
STARVIT,,,,TABLET,ORAL,BIASA,0,16,2200,11,2200,0,0
URDEX 250MG,,,,TABLET,ORAL,BIASA,0,16,7700,11,7700,0,0
L-BIO CAPS,,30/06/2026,"rice starch, maltodextrin, lactobacillus acidophilus, lactobacillus casei, lactobacillus salivarius,",KAPSUL,ORAL,BIASA,9990,16,0,11,9435,0,98
OSKOM,,30/01/2026,,TABLET,ORAL,BIASA,8880,16,0,11,8325,0,37
REGULATOR AVICO,,,,BOX,LUAR,BIASA,0,16,275000,11,275000,0,0
WELMOVE KAPLET,,,,TABLET,ORAL,BIASA,0,16,20350,11,20350,0,0
OM3HEART KAPSUL,,,,KAPSUL,ORAL,BIASA,0,16,29150,11,29150,0,0
PALOXI VIAL,,,,BOX,LUAR,BIASA,0,12,770000,11,770000,0,0
SIMILAC HMF 9GR,,,,TABLET,ORAL,BIASA,0,16,12740,11,12740,0,0
NOSIRAX TAB,,,,TABLET,ORAL,BIASA,0,16,4400,11,4400,0,0
PROBIO-C SPRAY 50ML,,,,BOTOL/DROP,ORAL,BIASA,0,16,57200,11,57200,0,0
GLIFORMIN 850 MG,,,,TABLET,ORAL,BIASA,0,16,1486,11,1486,0,0
CLINMAS 300MG,,,,KAPSUL,ORAL,BIASA,0,16,8880,11,8880,0,0
NATUR E NOURHISING REV 100ML,,,,TABLET,ORAL,BIASA,0,16,12802,11,12802,0,0
NETUR E NOURISHING REV 200ML,,,,TABLET,ORAL,BIASA,0,17,25685,11,25685,0,0
NATUR E NOURISHING REV 245ML,,,,TABLET,ORAL,BIASA,0,16,25685,11,25685,0,0
NATUR E 300 16S,,,,TABLET,ORAL,BIASA,0,16,32373,11,32373,0,0
NATUR E 300 32S,,,,TABLET,ORAL,BIASA,0,16,62146,11,62146,0,0
NEVODIO TAB,,,,TABLET,ORAL,BIASA,0,16,4950,11,4950,0,0
BERANTHEN OINT 20GR,,,,TABLET,ORAL,BIASA,0,16,51049,11,51049,0,0
OVUTEST SCOPE,,,,TABLET,LUAR,BIASA,0,16,187000,11,187000,0,0
KURSI RODA AVICO,,,,BOX,LUAR,BIASA,0,17,950000,11,950000,0,0
RIVANOL 100ML,,,,BOTOL/DROP,LUAR,BIASA,0,16,3800,11,3800,0,0
RIVANOL 300ML,,30/01/2029,,BOTOL/DROP,LUAR,BIASA,9000,16,0,11,4875,0,1
VELUTINE PER VIAL,,,,BOTOL/DROP,INJEKSI,BIASA,0,16,8547,11,8547,0,0
DESFUMED TAB,,,,TABLET,ORAL,BIASA,0,12,4950,16,4950,0,0
OXCAL,,30/09/2026,"Calsium Dibasic Phosphate 500 mg, Selenium 5 mcg, vitamin E 10 mg, vitamin D 1 mg, beta caroten 5% 1",KAPSUL,ORAL,BIASA,4718,16,0,11,32500,0,176
VALPROIC ACID 120ML,,30/08/2026,,BOTOL/DROP,ORAL,BIASA,46620,16,0,11,46620,0,6
RECTAL TUBE + KANTUNG,,,,TABLET,LUAR,BIASA,0,12,22500,11,22500,0,0
URSODEOXYCHOLIC ACID 250MG (UDCA),,,,TABLET,ORAL,BIASA,0,16,4662,11,4662,0,0
CIALIS 10MG TAB,,,,TABLET,ORAL,BIASA,0,10,138325,10,138325,0,0
HALMEZIN SYR,,,,BOTOL/DROP,ORAL,BIASA,0,16,28600,11,28600,0,0
CYSTONE TAB,,30/06/2026,,TABLET,ORAL,BIASA,4690,16,0,11,3608,0,179
KONIDIN OBH SACH,,,,TABLET,ORAL,BIASA,0,16,583,11,583,0,0
KUNYIT ASAM SACH,,,,TABLET,ORAL,BIASA,0,16,1143,11,1143,0,0
ASTRIA 4MG,,,,KAPSUL,ORAL,BIASA,0,16,9350,11,9350,0,0
CEFAT FORTE DS,,,,TABLET,ORAL,BIASA,0,16,86469,11,86469,0,0
BEMTIGA 50MG,,,,TABLET,ORAL,BIASA,0,16,18645,11,18645,0,0
VITAMAM 3,,,,KAPSUL,ORAL,BIASA,0,16,4440,11,4440,0,0
CHLORPROMAZINE GENERIK,,30/05/2025,CHLORPROMAZINE,TABLET,ORAL,BIASA,722,20,0,20,722,0,279
MUNOSAN EFF,,30/03/2026,,BOTOL/DROP,ORAL,BIASA,115329,16,0,11,109779,0,4
INTERDOXIN 100MG,,30/05/2026,,KAPSUL,ORAL,BIASA,10490,16,0,11,9879,0,105
VITAMAM 2,,,,TABLET,ORAL,BIASA,0,16,4440,11,4440,0,0
HEROCYN BDK 85GR,,31/03/2029,,TABLET,ORAL,BIASA,12210,16,0,11,12654,0,4
DEXANTA TAB,,,,TABLET,ORAL,BIASA,0,16,200,11,200,0,0
REJUVIT KAPS,,,,TABLET,ORAL,BIASA,0,16,8338,11,8338,0,0
HOTIN DCL 60GR,,30/09/2026,,TABLET,ORAL,BIASA,22422,16,0,11,17427,0,1
ENTRASOL ACTIVE 160,,,,BOX,ORAL,BIASA,0,16,26533,11,26533,0,0
BALJITOT 50ML,,,,TABLET,ORAL,BIASA,0,16,9900,11,9900,0,0
BALJITOT 20GR,,,,TABLET,LUAR,BIASA,0,16,6545,11,6545,0,0
RESPIMER BABY DECONGEST NS 60ML,,,,TABLET,ORAL,BIASA,0,16,179300,11,179300,0,0
RESPIMER BABY NS 115ML,,,,BOTOL/DROP,SPRAY,BIASA,0,16,179300,11,179300,0,0
