"nama","nomor_batch","tanggal_expired","isi1","satuan","jenis","kelompok","harga_beli","up_a","harga_a","up_b","harga_b","stok_awal","stok_akhir"
"LACOLDIN SYRUP","_","00/00/0000","_","_","_","_","28,860","16","33,478","11","32,035","0.00","0.00"
"LACOLDIN TABLET","_","00/00/0000","_","_","_","_","2,775","16","3,219","11","3,080","0.00","0.00"
"LACTO B","_","00/00/0000","_","_","_","_","8,654","16","10,039","11","9,606","0.00","0.00"
"LACTRIN","_","00/00/0000","_","_","_","_","5,550","16","6,438","11","6,161","0.00","0.00"
"LAFALOS CREAM 20 GR","_","00/00/0000","_","_","_","_","15,151","16","17,575","11","16,818","0.00","1.00"
"LAGESIL SYR","_","00/00/0000","_","_","_","_","35,520","16","41,203","11","39,427","0.00","0.00"
"LAGESIL TABLET","_","00/00/0000","_","_","_","_","1,943","16","2,254","11","2,157","0.00","0.00"
"LAMESON 16MG","_","00/00/0000","_","_","_","_","11,655","16","13,520","11","12,937","0.00","366.00"
"LAMESON 4MG","_","00/00/0000","_","_","_","_","4,995","16","5,794","11","5,544","0.00","326.00"
"LAMESON 8MG ","_","00/00/0000","_","_","_","_","8,325","16","9,657","11","9,241","0.00","168.00"
"LANCID 30MG","_","00/00/0000","_","_","_","_","20,757","16","24,078","11","23,040","0.00","0.00"
"LAPIBAL 500MCG","_","00/00/0000","_","_","_","_","3,330","16","3,863","11","3,696","0.00","660.00"
"LAPIBION","_","00/00/0000","_","_","_","_","1,832","16","2,125","11","2,034","0.00","0.00"
"LAPIBROZ 600","_","00/00/0000","_","_","_","_","3,960","16","4,594","11","4,396","0.00","0.00"
"LAPICEF DS 125ML","_","00/00/0000","_","_","_","_","61,050","16","70,818","11","67,766","0.00","8.00"
"LAPICEF DS 250ML","_","00/00/0000","_","_","_","_","91,575","16","106,227","11","101,648","0.00","0.00"
"LAPICEF 500MG","_","00/00/0000","_","_","_","_","13,320","16","15,451","11","14,785","0.00","169.00"
"LAPIFED EXP 60ML","_","00/00/0000","_","_","_","_","35,520","16","41,203","11","39,427","0.00","0.00"
"LAPIFED SYR 60ML","_","00/00/0000","_","_","_","_","34,410","16","39,916","11","38,195","0.00","1.00"
"LAPIFED TAB","_","00/00/0000","_","_","_","_","3,885","16","4,507","11","4,312","0.00","461.00"
"LAPIFLOX 500 MG","_","00/00/0000","_","_","_","_","17,760","16","20,602","11","19,714","0.00","60.00"
"LAPIMOX SYR F 250MG","_","00/00/0000","_","_","_","_","44,400","16","51,504","11","49,284","0.00","0.00"
"LAPIMOX TAB 500MG","_","00/00/0000","_","_","_","_","3,885","16","4,507","11","4,312","0.00","0.00"
"LAPISTAN 500","_","00/00/0000","_","_","_","_","1,540","16","1,786","11","1,709","0.00","0.00"
"LASAL EXP SYRUP 100ML","_","00/00/0000","_","_","_","_","49,950","16","57,942","11","55,445","0.00","1.00"
"LASAL 2MG","_","00/00/0000","_","_","_","_","1,943","16","2,254","11","2,157","0.00","300.00"
"LASAL SYRUP 100ML","_","00/00/0000","_","_","_","_","38,850","16","45,066","11","43,124","0.00","2.00"
"LETONAL 25 MG","_","00/00/0000","_","_","_","_","1,650","16","1,914","11","1,832","0.00","0.00"
"LEVAZIDE","_","00/00/0000","_","_","_","_","7,585","16","8,799","11","8,419","0.00","2,651.00"
"LEVOCIN TM","_","00/00/0000","_","_","_","_","91,520","16","106,163","11","101,587","0.00","0.00"
"LIPOFOOD KAP","_","00/00/0000","_","_","_","_","5,225","16","6,061","11","5,800","0.00","0.00"
"LIPROQY","_","00/00/0000","_","_","_","_","9,269","16","10,752","11","10,289","0.00","434.00"
"LORAN 10MG","_","00/00/0000","_","_","_","_","5,883","16","6,824","11","6,530","0.00","36.00"
"LOTASBAT CREAM 10G","_","00/00/0000","_","_","_","_","69,930","16","81,119","11","77,622","0.00","4.00"
"LOTASBAT OINT 10G","_","00/00/0000","_","_","_","_","69,930","16","81,119","11","77,622","0.00","0.00"
"LQ-500 TAB","_","00/00/0000","_","_","_","_","34,100","12","38,192","11","37,851","0.00","0.00"
"LUSANOC CREAM 2% 10 GR","_","00/00/0000","_","_","_","_","17,600","16","20,416","11","19,536","0.00","0.00"
"LYCOQ KAPSUL","_","00/00/0000","_","_","_","_","5,335","16","6,189","11","5,922","0.00","0.00"
"LYNORAL TAB","_","00/00/0000","_","_","_","_","1,699","16","1,971","11","1,886","0.00","0.00"
"L-ZINC SYR","_","00/00/0000","_","_","_","_","48,840","16","56,654","11","54,212","0.00","5.00"
"MALTIRON PLUS","_","00/00/0000","_","_","_","_","1,665","16","1,931","11","1,848","0.00","60.00"
"MARVELON LIMAS","_","00/00/0000","_","_","_","_","35,394","16","41,057","11","39,287","0.00","0.00"
"MATOFLAM TAB","_","00/00/0000","_","_","_","_","7,480","16","8,677","11","8,303","0.00","0.00"
"MATOVIT TAB","_","00/00/0000","_","_","_","_","4,078","16","4,730","11","4,527","0.00","0.00"
"MAXPRO SYRUP","_","00/00/0000","_","_","_","_","91,020","16","105,583","11","101,032","0.00","0.00"
"MAXPRO 100MG","_","00/00/0000","_","_","_","_","21,090","16","24,464","11","23,410","0.00","54.00"
"MECOLA","_","00/00/0000","_","_","_","_","5,273","16","6,117","11","5,853","0.00","100.00"
"MEDERMA PM 20GRAM","_","00/00/0000","_","_","_","_","221,445","16","256,876","11","245,804","0.00","0.00"
"MEFINAL 250MG","_","00/00/0000","_","_","_","_","777","16","901","11","862","0.00","0.00"
"MEFINAL 500MG","_","00/00/0000","_","_","_","_","1,665","16","1,931","11","1,848","0.00","100.00"
"MEGABAL","_","00/00/0000","_","_","_","_","2,054","16","2,383","11","2,280","0.00","718.00"
"MEGAZING","_","00/00/0000","_","_","_","_","3,885","16","4,507","11","4,312","0.00","24.00"
"MELIDOX","_","00/00/0000","_","_","_","_","1,221","25","1,526","25","1,526","0.00","913.00"
"MEMORAN 100 MG","_","00/00/0000","_","_","_","_","7,334","16","8,507","11","8,141","0.00","0.00"
"MENOPACE","_","00/00/0000","_","_","_","_","4,400","16","5,104","11","4,884","0.00","0.00"
"MEPROBAL 500MG","_","00/00/0000","_","_","_","_","2,165","16","2,511","11","2,403","0.00","395.00"
"MEPROSON 4MG","_","00/00/0000","_","_","_","_","3,053","16","3,541","11","3,389","0.00","307.00"
"MEPTIN 0.05MG","_","00/00/0000","_","_","_","_","5,110","16","5,928","11","5,672","0.00","92.00"
"MEVACHOL 10","_","00/00/0000","_","_","_","_","9,990","16","11,588","11","11,089","0.00","50.00"
"MODALIM 100MG","_","00/00/0000","_","_","_","_","13,626","12","15,261","11","15,125","0.00","0.00"
"MOVIX 15MG","_","00/00/0000","_","_","_","_","11,100","16","12,876","11","12,321","0.00","0.00"
"MOVIX 7,5MG","_","00/00/0000","_","_","_","_","6,938","16","8,048","11","7,701","0.00","0.00"
"MUCOHEXIN ELIXIR SYRUP","_","00/00/0000","_","_","_","_","21,978","16","25,494","11","24,396","0.00","0.00"
"MUCOS DROP","_","00/00/0000","_","_","_","_","38,295","16","44,422","11","42,507","0.00","3.00"
"MUCOS SYR","_","00/00/0000","_","_","_","_","18,150","16","21,054","11","20,147","0.00","0.00"
"MUCOS 30MG","_","00/00/0000","_","_","_","_","888","16","1,030","11","986","0.00","355.00"
"MUCOSTA TAB","_","00/00/0000","_","_","_","_","4,993","16","5,792","11","5,542","0.00","68.00"
"MYCORAL CR 5GR","_","00/00/0000","_","_","_","_","17,760","16","20,602","11","19,714","0.00","0.00"
"MYCORIN CREAM PER 5GRAM","_","00/00/0000","_","_","_","_","15,355","16","17,812","11","17,044","0.00","0.00"
"MYORES","_","00/00/0000","_","_","_","_","4,995","16","5,794","11","5,544","0.00","132.00"
"NAIRET 2,5MG","_","00/00/0000","_","_","_","_","2,220","16","2,575","11","2,464","0.00","0.00"
"NALETAL 100MG","_","00/00/0000","_","_","_","_","10,780","16","12,505","11","11,966","0.00","0.00"
"NALETAL 50MG","_","00/00/0000","_","_","_","_","7,770","16","9,013","11","8,625","0.00","0.00"
"NARFOZ 8MG","_","00/00/0000","_","_","_","_","27,500","16","31,900","11","30,525","0.00","0.00"
"NATTO-10","_","00/00/0000","_","_","_","_","13,320","16","15,451","11","14,785","0.00","0.00"
"NEO KAOLANA SYRUP 120ML","_","00/00/0000","_","_","_","_","15,596","16","18,091","11","17,312","0.00","3.00"
"NEPHRISOL","_","00/00/0000","_","_","_","_","75,480","16","87,557","11","83,783","0.00","1.00"
"NERVITON E TAB","_","00/00/0000","_","_","_","_","1,398","16","1,622","11","1,552","0.00","0.00"
"NEULIN PS","_","00/00/0000","_","_","_","_","14,985","16","17,383","11","16,633","0.00","288.00"
"NEURALGIN RX","_","00/00/0000","_","_","_","_","1,110","16","1,288","11","1,232","0.00","97.00"
"NEUROMED 5000 MCG","_","00/00/0000","_","_","_","_","2,567","16","2,978","11","2,849","0.00","0.00"
"NEUROSANBE 5000","_","00/00/0000","_","_","_","_","3,108","16","3,605","11","3,450","0.00","205.00"
"NEUROSANBE TAB","_","00/00/0000","_","_","_","_","1,499","16","1,739","11","1,664","0.00","170.00"
"NEUROVIT E TABLET","_","00/00/0000","_","_","_","_","1,167","16","1,354","11","1,295","0.00","0.00"
"NEVRAMIN TABLET","_","00/00/0000","_","_","_","_","1,351","16","1,567","11","1,500","0.00","0.00"
"NIFEDIN 10MG","_","00/00/0000","_","_","_","_","861","16","999","11","956","0.00","0.00"
"NIFUDIAR SYR","_","00/00/0000","_","_","_","_","41,070","16","47,641","11","45,588","0.00","7.00"
"NIKOLAM DRY SYR","_","00/00/0000","_","_","_","_","27,750","16","32,190","11","30,803","0.00","1.00"
"NIKOLAM 500MG","_","00/00/0000","_","_","_","_","3,608","16","4,185","11","4,005","0.00","0.00"
"NOCID TAB","_","00/00/0000","_","_","_","_","7,040","16","8,166","11","7,814","0.00","0.00"
"NONFLAMIN CAPS","_","00/00/0000","_","_","_","_","4,277","16","4,961","11","4,747","0.00","0.00"
"NORAGES SYRUP","_","00/00/0000","_","_","_","_","35,520","16","41,203","11","39,427","0.00","12.00"
"NOROS TABLET","_","00/00/0000","_","_","_","_","5,830","16","6,763","11","6,471","0.00","0.00"
"NOTRITIS 20MG","_","00/00/0000","_","_","_","_","4,551","16","5,279","11","5,052","0.00","0.00"
"NOXETINE 20MG","_","00/00/0000","_","_","_","_","6,660","20","7,992","20","7,992","0.00","113.00"
"NUCRAL SYR","_","00/00/0000","_","_","_","_","59,441","16","68,952","11","65,980","0.00","1.00"
"NUCRAL 500MG","_","00/00/0000","_","_","_","_","2,109","16","2,446","11","2,341","0.00","46.00"
"NUTRICHOL SACHET","_","00/00/0000","_","_","_","_","8,800","16","10,208","11","9,768","0.00","0.00"
"NYSTIN DROP","_","00/00/0000","_","_","_","_","51,060","16","59,230","11","56,677","0.00","6.00"
"OBUCORT SWINGHALER","_","00/00/0000","_","_","_","_","158,123","16","183,423","11","175,517","0.00","0.00"
"OCUFLAM TM 5ML","_","00/00/0000","_","_","_","_","83,528","16","96,892","11","92,716","0.00","0.00"
"OCUSON","_","00/00/0000","_","_","_","_","1,721","16","1,996","11","1,910","0.00","20.00"
"ONDANSETRON 8MG ","_","00/00/0000","_","_","_","_","2,500","16","2,900","11","2,775","0.00","0.00"
"OSSOVIT TABLET","_","00/00/0000","_","_","_","_","6,633","16","7,694","11","7,363","0.00","0.00"
"OSTELOX 15MG","_","00/00/0000","_","_","_","_","11,267","16","13,070","11","12,506","0.00","104.00"
"OSTELOX 7,5MG","_","00/00/0000","_","_","_","_","6,882","16","7,983","11","7,639","0.00","123.00"
"OSTEOR C CR","_","00/00/0000","_","_","_","_","202,575","16","234,987","11","224,858","0.00","3.00"
"OTEDE 50MG","_","00/00/0000","_","_","_","_","916","20","1,099","20","1,099","0.00","1,055.00"
"OTOPAIN TT","_","00/00/0000","_","_","_","_","99,345","16","115,240","11","110,273","0.00","0.00"
"OXORIL SYR","_","00/00/0000","_","_","_","_","33,300","16","38,628","11","36,963","0.00","3.00"
"PAMOL SYR","_","00/00/0000","_","_","_","_","37,296","16","43,263","11","41,399","0.00","0.00"
"PATRAL","_","00/00/0000","_","_","_","_","7,881","16","9,142","11","8,748","0.00","235.00"
"PEPZOL 20MG","_","00/00/0000","_","_","_","_","14,430","16","16,739","11","16,017","0.00","187.00"
"PEPTISOL COKLAT / VAN 185","_","00/00/0000","_","_","_","_","65,490","16","75,968","11","72,694","0.00","0.00"
"PHARMATON FORMULA","_","00/00/0000","_","_","_","_","4,979","16","5,776","11","5,527","0.00","47.00"
"PIDOVIX 75MG","_","00/00/0000","_","_","_","_","20,535","16","23,821","11","22,794","0.00","55.00"
"PLASMINEX 500MG","_","00/00/0000","_","_","_","_","3,441","16","3,992","11","3,820","0.00","73.00"
"PLAVIX 75MG","_","00/00/0000","_","_","_","_","30,284","16","35,129","11","33,615","0.00","69.00"
"PLETAAL 100MG","_","00/00/0000","_","_","_","_","14,820","16","17,191","11","16,450","0.00","0.00"
"PLETAAL 50MG","_","00/00/0000","_","_","_","_","9,802","16","11,370","11","10,880","0.00","0.00"
"POLYSILANE TAB","_","00/00/0000","_","_","_","_","1,055","16","1,224","11","1,171","0.00","66.00"
"PROCALMA","_","00/00/0000","_","_","_","_","4,250","16","4,930","11","4,718","0.00","0.00"
"PROCELES SYR","_","00/00/0000","_","_","_","_","38,850","16","45,066","11","43,124","0.00","1.00"
"PROCETAM 1200MG","_","00/00/0000","_","_","_","_","4,840","16","5,614","11","5,372","0.00","0.00"
"PROCETAM 800MG","_","00/00/0000","_","_","_","_","3,740","16","4,338","11","4,151","0.00","0.00"
"PROCOLD TABLET","_","00/00/0000","_","_","_","_","2,807","16","3,256","11","3,116","0.00","0.00"
"PROFENID TAB","_","00/00/0000","_","_","_","_","5,870","16","6,809","11","6,516","0.00","0.00"
"PROFENID SUPPO 100MG","_","00/00/0000","_","_","_","_","16,404","16","19,029","11","18,208","0.00","0.00"
"PROHISTIN 10MG","_","00/00/0000","_","_","_","_","4,785","16","5,551","11","5,311","0.00","0.00"
"PROLACTA BABY","_","00/00/0000","_","_","_","_","5,550","16","6,438","11","6,161","0.00","0.00"
"PROLEVOX 500MG","_","00/00/0000","_","_","_","_","34,410","16","39,916","11","38,195","0.00","12.00"
"PROMACTIL 100MG TABLET","_","00/00/0000","_","_","_","_","402","16","466","11","446","0.00","0.00"
"PROMAVIT","_","00/00/0000","_","_","_","_","4,718","16","5,473","11","5,237","0.00","315.00"
"PROMENO TABLET","_","00/00/0000","_","_","_","_","13,054","16","15,143","11","14,490","0.00","100.00"
"PROMUBA SYRUP","_","00/00/0000","_","_","_","_","43,290","16","50,216","11","48,052","0.00","9.00"
"PRONEURON","_","00/00/0000","_","_","_","_","1,554","25","1,943","25","1,943","0.00","640.00"
"PRONOVIR 500MG","_","00/00/0000","_","_","_","_","8,880","16","10,301","11","9,857","0.00","188.00"
"PROPECT SYR","_","00/00/0000","_","_","_","_","26,400","16","30,624","11","29,304","0.00","0.00"
"PROSOGAN FD 30MG","_","00/00/0000","_","_","_","_","21,255","12","23,806","11","23,593","0.00","84.00"
"PROVAGIN OVULA","_","00/00/0000","_","_","_","_","14,985","16","17,383","11","16,633","0.00","29.00"
"PROVE C","_","00/00/0000","_","_","_","_","3,410","16","3,956","11","3,785","0.00","0.00"
"PROXIDAN 400","_","00/00/0000","_","_","_","_","4,163","16","4,829","11","4,621","0.00","27.00"
"PROXIME","_","00/00/0000","_","_","_","_","1,499","16","1,739","11","1,664","0.00","743.00"
"PULNA TAB","_","00/00/0000","_","_","_","_","1,430","16","1,659","11","1,587","0.00","0.00"
"PURESCO 300MG","_","00/00/0000","_","_","_","_","3,608","16","4,185","11","4,005","0.00","63.00"
"PYRAZINAMIDE 500MG ","_","00/00/0000","_","_","_","_","800","16","928","11","888","0.00","0.00"
"PYRIDOL SYR","_","00/00/0000","_","_","_","_","32,190","16","37,340","11","35,731","0.00","4.00"
"RECOLFAR TAB","_","00/00/0000","_","_","_","_","6,660","16","7,726","11","7,393","0.00","0.00"
"REGUMEN 5MG","_","00/00/0000","_","_","_","_","4,718","16","5,473","11","5,237","0.00","81.00"
"RENAX","_","00/00/0000","_","_","_","_","11,378","16","13,198","11","12,630","0.00","242.00"
"RETIVIT PLUS","_","00/00/0000","_","_","_","_","8,325","16","9,657","11","9,241","0.00","0.00"
"RETOP KAPSUL","_","00/00/0000","_","_","_","_","6,105","16","7,082","11","6,777","0.00","0.00"
"RG CHOLINE","_","00/00/0000","_","_","_","_","19,610","16","22,748","11","21,767","0.00","0.00"
"RHELAFEN FORTE SYR","_","00/00/0000","_","_","_","_","31,080","16","36,053","11","34,499","0.00","9.00"
"ROTAVER 6MG","_","00/00/0000","_","_","_","_","2,720","16","3,155","11","3,019","0.00","203.00"
"RYBEST 10MG","_","00/00/0000","_","_","_","_","3,300","16","3,828","11","3,663","0.00","0.00"
"RYDIAN 10MG","_","00/00/0000","_","_","_","_","4,884","16","5,665","11","5,421","0.00","104.00"
"SAGESTAM CR","_","00/00/0000","_","_","_","_","15,041","16","17,448","11","16,696","0.00","3.00"
"SAGESTAM TM/TT","_","00/00/0000","_","_","_","_","34,410","16","39,916","11","38,195","0.00","5.00"
"SALTICIN CR","_","00/00/0000","_","_","_","_","37,602","16","43,618","11","41,738","0.00","0.00"
"SANADRYL DMP 120ML","_","00/00/0000","_","_","_","_","27,195","16","31,546","11","30,186","0.00","0.00"
"SANADRYL DMP 60ML","_","00/00/0000","_","_","_","_","16,706","16","19,379","11","18,544","0.00","0.00"
"SANADRYL EXP 120ML","_","00/00/0000","_","_","_","_","19,869","16","23,048","11","22,055","0.00","0.00"
"SANADRYL EXP 60ML","_","00/00/0000","_","_","_","_","13,820","16","16,031","11","15,340","0.00","0.00"
"SANBE KIDS EMULS","_","00/00/0000","_","_","_","_","46,565","16","54,015","11","51,687","0.00","0.00"
"SANBE TEARS 8ML","_","00/00/0000","_","_","_","_","27,695","16","32,126","11","30,741","0.00","0.00"
"SANDEPRIL 50MG","_","00/00/0000","_","_","_","_","8,880","20","10,656","20","10,656","0.00","254.00"
"SANGOBION KAPSUL","_","00/00/0000","_","_","_","_","1,848","16","2,144","11","2,051","0.00","85.00"
"SANMAG TAB","_","00/00/0000","_","_","_","_","979","25","1,224","25","1,224","0.00","0.00"
"SANTA E 100MG TABLET","_","00/00/0000","_","_","_","_","1,277","16","1,481","11","1,417","0.00","0.00"
"SANTA E 200 TABLET","_","00/00/0000","_","_","_","_","2,553","16","2,961","11","2,834","0.00","0.00"
"SERETIDE DISKUS 50/250","_","00/00/0000","_","_","_","_","339,080","16","393,333","11","376,379","0.00","4.00"
"SIMARC 2MG","_","00/00/0000","_","_","_","_","1,721","16","1,996","11","1,910","0.00","195.00"
"SIMVASTATIN 20MG ","_","00/00/0000","_","_","_","_","1,109","25","1,386","11","1,231","0.00","840.00"
"SIRPLUS SYRUP","_","00/00/0000","_","_","_","_","15,540","16","18,026","11","17,249","0.00","0.00"
"SIRPLUS TAB","_","00/00/0000","_","_","_","_","234","16","271","11","260","0.00","11,849.00"
"SIZORIL 25MG","_","00/00/0000","_","_","_","_","4,995","20","5,994","20","5,994","0.00","276.00"
"SMECTA SACHET","_","00/00/0000","_","_","_","_","3,667","16","4,254","11","4,070","0.00","0.00"
"SODERMIX CR 15GR","_","00/00/0000","_","_","_","_","94,350","16","109,446","11","104,729","0.00","0.00"
"SOFRATULLE","_","00/00/0000","_","_","_","_","27,322","16","31,694","11","30,327","0.00","0.00"
"SOLVINEX SYR","_","00/00/0000","_","_","_","_","17,600","16","20,416","11","19,536","0.00","0.00"
"STARMUNO TAB","_","00/00/0000","_","_","_","_","10,684","16","12,393","11","11,859","0.00","0.00"
"TARIFLOX 400MG TAB","_","00/00/0000","_","_","_","_","15,950","10","17,545","10","17,545","0.00","0.00"
"TB VIT 6 SYRUP","_","00/00/0000","_","_","_","_","33,000","16","38,280","11","36,630","0.00","212.00"
"TENATEN 10MG","_","00/00/0000","_","_","_","_","3,960","16","4,594","11","4,396","0.00","0.00"
"TENSICAP 12,5MG","_","00/00/0000","_","_","_","_","2,442","16","2,833","11","2,711","0.00","0.00"
"TENSICAP 25MG","_","00/00/0000","_","_","_","_","4,884","16","5,665","11","5,421","0.00","0.00"
"TENSINOP 10MG","_","00/00/0000","_","_","_","_","5,328","16","6,180","11","5,914","0.00","332.00"
"TENSINOP 5MG","_","00/00/0000","_","_","_","_","3,330","16","3,863","11","3,696","0.00","325.00"
"TENSOBON 25MG TAB","_","00/00/0000","_","_","_","_","3,575","16","4,147","11","3,968","0.00","0.00"
"TERANOL 10MG","_","00/00/0000","_","_","_","_","6,050","16","7,018","11","6,716","0.00","0.00"
"TETRIN KAPSUL 500","_","00/00/0000","_","_","_","_","1,782","16","2,067","11","1,978","0.00","0.00"
"THEOBRON SYRUP","_","00/00/0000","_","_","_","_","58,830","16","68,243","11","65,301","0.00","0.00"
"TIM OPHTAL TM 0.5%","_","00/00/0000","_","_","_","_","56,999","16","66,119","11","63,269","0.00","0.00"
"TIRIZ DROPS","_","00/00/0000","_","_","_","_","83,250","16","96,570","11","92,408","0.00","0.00"
"TRAJENTA 5MG","_","00/00/0000","_","_","_","_","22,520","16","26,123","11","24,997","0.00","168.00"
